'わ',439
'さ',477
'れ',515
'る',553
'な',591
'」',629
'と',667
'刑',705
'事',743
'た',781
'ち',819
'を',857
'睥',895
'睨',933
'し',971
'な',1009
'が',1047
'ら',1085
'断',1123
'言',1161
'し',1199
'た',1237
'。',1275
'こ',1313
'の',1351
'事',1389
'件',1427
'を',1465
