time,x,y,left_dist,speed,x_speed,flag
167953.93,646.769914734543,411.800377939862,8.77660274505615,,,0
167982.36,636.972142098628,407.894433947471,9.08198833465576,10.74166688708,-344.62795061264416,0
168023.09,628.504970767712,409.676734324804,8.94185543060302,-3.440532876324666,-207.88537517588324,0
168048.62,629.446207130865,417.070103233106,8.9278507232666,-0.5485588459232703,36.867855979356904,0
168077.78,631.411440304912,427.340062818331,8.93956661224365,0.4017794573748072,67.39482764220925,0
168113.0,633.020408560357,436.127533696438,9.03930187225341,2.8317791030595396,45.683368979129845,0
168158.42,638.140352230684,441.887851517063,9.10609245300293,1.470510364365918,112.72443131496077,0
168198.05,648.541839166998,444.972659017514,8.89894008636474,-5.227160399654724,262.46497442140776,0
168227.29,644.076572775506,443.312284314969,8.90609264373779,0.24461550523405642,-152.71088890181306,0
168254.38,629.708786229347,442.556951090798,9.10154342651367,7.214868319524026,-530.372334668174,0
168291.63,618.883388988778,442.580770757977,8.94700527191162,-4.148675291330222,-290.6146910219844,0
168320.82,610.13748012096,440.822777037604,8.87972831726074,-2.304794609485219,-299.6200365816137,0
168352.38,595.906344389391,436.280018802119,8.89251708984375,0.4052209310206125,-450.9231854109647,0
168387.01,591.968711700196,432.476929142123,8.93162727355957,1.129372905452355,-113.70582411765967,0
168417.19,598.882682822785,426.618983262403,8.87037277221679,-2.0296388781575456,229.09115714349346,0
168445.86,597.972702185369,423.682751412145,8.85209083557128,-0.6376678285845826,-31.739819930815734,0
168497.27,599.176368100562,423.68256996254,8.92112731933593,1.342860995227495,23.413069737265754,0
168529.9,600.23158394382,425.353612928937,8.92380237579345,0.08198150344833434,32.33882449457433,0
168563.59,596.496437094602,431.177256497597,8.99818897247314,2.207972593638591,-110.86811662860735,0
168592.33,595.295434711897,436.855522664181,9.10141468048095,3.591708698950737,-41.78853106142766,0
168622.67,602.077818678627,440.261486091205,8.94274234771728,-5.229806617123803,223.54594484918442,0
168655.65,606.092689179991,442.669453272456,8.89303207397461,-1.507285437922939,121.73652217605553,0
168694.16,613.334117094005,446.398750862646,8.79195213317871,-2.624771248919132,188.04019511846985,0
168722.16,617.466460743951,448.780665082519,8.91323089599609,4.331384386335037,147.58370178378348,0
168752.69,620.700178873497,448.037169887903,8.83285045623779,-2.6328345810122453,105.91936225175613,0
168800.82,615.889530222748,445.108256773076,9.03264999389648,4.151247406163974,-99.95114587052701,0
168830.49,604.381399323338,443.135741521015,8.7097692489624,-10.882397874427287,-387.8709436945187,0
168866.33,592.48341140487,440.919138650419,8.82237911224365,3.1420162745887548,-331.97510933228534,0
168896.1,593.286098540989,438.271355348242,8.92985343933105,3.6101554278579626,26.962953850132536,0
168925.84,592.931267419135,438.62348445369,9.00856018066406,2.646494328615871,-11.93110698904128,0
168962.71,596.28056413971,438.929888986568,9.10962581634521,2.741134680801778,90.84070302618484,0
168990.86,592.895326423709,438.62254394321,9.3365478515625,8.061173542356569,-120.25711246897795,0
169025.1,590.141983601936,437.039517402177,9.23747062683105,-2.8936105353794797,-80.41304970126788,0
169057.61,591.660691446391,435.199870683121,9.04815673828125,-5.823250955088115,46.715098260716836,0
169103.14,586.988664824965,432.404934661865,9.00499820709228,-0.947914148669969,-102.61424602291027,0
169134.7,582.329731510387,434.050660707538,8.99876117706298,-0.1976245256432474,-147.62146117168413,0
169169.28,594.517523903242,432.1510439074,8.9078664779663,-2.628533808464816,352.45206457083736,0
169202.72,592.903801946646,434.500454525388,8.87277603149414,-1.0493554567032488,-48.25723554413568,0
169230.13,589.17513075036,437.458147961003,8.81143569946289,-2.2378815042408675,-136.0332432063297,0
169266.51,595.477064656516,439.3535462348,8.77171039581298,-1.0919544708605315,173.22523106528593,0
169296.39,598.365075468873,440.582949881482,8.94955158233642,5.951846938534583,96.65364164513346,0
169325.57,596.849246491529,444.622618351006,8.82405281066894,-4.3008489262340825,-51.947531780134845,0
169367.32,607.125875219133,444.732367300089,8.7718391418457,-1.250626798161447,246.14679587075497,0
169408.26,610.069723470217,445.444849426597,8.76068115234375,-0.27254493165483484,71.90640574215462,0
169439.07,613.246432193133,449.767523077231,8.86663913726806,3.4390777320453525,103.10641749160249,0
169469.91,624.324233389962,449.561516700381,8.76015186309814,-3.452894752591834,359.2023734380757,0
169506.94,627.413346825504,450.483287845758,8.875093460083,3.1040128810387557,83.42191292309211,0
169538.91,630.438453606589,449.767753937114,8.76415729522705,-3.4700082845150417,94.62329624913328,0
169567.02,634.945175311559,449.496321538091,8.81855964660644,1.9353380070941386,160.3245003547579,0
169601.05,630.729915949881,449.791612612295,8.99803161621093,5.273933870246739,-123.86892041369534,0
169620.09,627.012540089972,453.250042673408,8.9445161819458,-2.8106845727472014,-195.24032877664953,0
169638.01,622.996127561102,455.27266962954,8.98667335510253,2.3525208234765222,-224.13016344125123,0
169661.84,620.517888527275,460.728550597845,8.95008087158203,-1.5355637230600239,-103.99660234277434,0
169744.49,619.812983034303,461.78229453958,8.82772922515869,-1.48035869840712,-8.52880209282563,0
169774.42,631.606698949782,461.690930677262,8.94404411315918,3.886230805225663,394.04329821150196,0
169810.41,640.340096009404,461.223016779867,8.88919830322265,-1.5239180310237492,242.66176881423357,0
169838.99,663.387736954861,460.077186126306,8.90078544616699,0.4054283745397641,806.4255054397256,0
169872.98,680.957300615022,458.200382387002,8.973970413208,2.153132304823998,516.9039029170557,0
169905.98,695.283352809406,455.986485783808,8.99713039398193,0.7018175992099798,434.1227937692131,0
169923.98,700.657821206696,453.425161736948,8.93543243408203,-3.4276644388833652,298.5815776272224,0
169945.17,702.445528215692,449.238355100764,9.02631282806396,4.288834071822561,84.36559740423775,0
169967.77,694.120029137378,447.701918331159,8.76844882965087,-11.409911434219254,-368.38491497002593,0
170017.0,693.852690886938,447.34665856856,8.74234199523925,-0.5303033599759042,-5.430393061951601,0
170050.09,701.323224725535,449.934951079961,8.92315864562988,5.464389555474392,225.76409303710517,0
170077.6,709.137562972352,452.131114688315,8.85663986206054,-2.417985589578952,284.0544618980132,0
170144.33,720.497881028426,455.142561437649,8.81107807159423,-0.6827782176880427,170.24303995320193,0
