1,0,0,1
2,236.290000000037,0,1
3,36.2800000000279,0,1
4,29.4899999999906,0,1
5,33.6300000000046,0,1
6,95.9799999999813,0,1
7,28.859999999986,0,1
8,18.4200000000419,0,1
9,20.5100000000093,0,1
10,56.5699999999487,0,1
11,81.0400000000372,0,1
12,67.0999999999767,0,1
13,101.29999999993,0,1
14,93.4200000000419,0,1
15,28.0100000000093,0,1
16,86.8900000000139,0,1
17,90.1300000000046,0,1
18,97.0499999999301,0,1
19,29.4000000000232,0,1
20,457.570000000065,0,1
21,314.339999999967,0,1
22,62.859999999986,0,1
23,49.6700000000419,0,1
24,50.5300000000279,0,1
25,73.2299999999813,0,1
26,33.9099999999161,0,1
27,29.0500000000465,0,1
28,291.680000000051,0,1
29,80.4599999999627,0,2
30,108.369999999995,0,2
31,365.229999999981,0,2
32,318.360000000102,0,2
33,257.329999999958,0,2
34,119.290000000037,0,2
35,263.929999999934,0,2
36,435.820000000065,0,2
37,31.9199999999254,0,2
38,18.4799999999813,0,2
39,17.7100000000791,0,2
40,90.5999999999767,0,2
41,101.669999999925,0,2
42,145.270000000135,0,2
43,206.449999999953,0,2
44,91.4300000000512,0,2
45,63.4799999999813,0,2
46,34.6799999999348,0,2
47,0,0,2
48,0,0,2
49,33.9599999999627,0,2
50,0,0,2
51,63.8800000000046,0,2
52,849.080000000074,0,2
53,247.070000000065,0,2
54,214.239999999874,0,2
55,58.75,0,2
56,0,0,2
57,0,0,3
58,110.910000000032,0,3
59,234.229999999981,0,3
60,54.6199999999953,0,3
61,80.969999999972,0,3
62,191.810000000055,1,3
63,1067.59999999997,1,3
64,146.260000000125,1,3
65,91.7099999999627,0,3
66,72.859999999986,0,3
67,437.930000000051,0,3
68,65.4499999999534,0,3
69,97.2299999999813,0,3
70,33.3800000000046,0,3
71,32.7099999999627,0,3
72,29.9100000000325,0,3
73,0,0,3
74,16.5500000000465,0,3
75,24.079999999958,0,3
76,24.0100000000093,0,3
77,81.5600000000558,0,3
78,63.7999999999301,0,3
79,126.580000000074,0,3
80,86.109999999986,0,3
81,45.4899999999906,0,3
82,28.3399999999674,0,3
83,48.8000000000465,0,3
84,864.949999999953,0,3
85,49.3199999999487,0,4
86,76.9400000000605,0,4
87,223.170000000041,0,4
88,57.7299999999813,0,4
89,36.7999999999301,0,4
90,120.260000000009,0,4
91,218.890000000013,0,4
92,204.670000000041,0,4
93,165.069999999948,0,4
94,236.999999999883,0,4
95,168.920000000041,0,4
96,227.600000000093,0,4
97,305.449999999953,0,4
98,256.950000000069,0,4
99,363.160000000032,0,4
100,249.179999999934,0,4
101,260.479999999981,0,4
102,110.040000000037,0,4
103,26.0999999999767,0,4
104,238.950000000069,0,4
105,48.079999999958,0,4
106,83.5999999999767,0,4
107,30.75,0,4
108,95.7399999999906,0,4
109,420.359999999986,0,4
110,350.320000000065,0,4
111,470.469999999972,1,4
112,1060.83999999996,1,4
113,0,0,5
114,101.510000000009,0,5
115,308.720000000088,0,5
116,156.419999999925,0,5
117,334.380000000004,0,5
118,128.579999999958,0,5
119,63.9100000000325,0,5
120,214.209999999962,0,5
121,123.540000000037,0,5
122,62.1600000000325,0,5
123,0,0,5
124,36.2399999999906,0,5
125,28.5,0,5
126,18.0200000000186,0,5
127,18.8399999999674,0,5
128,509.560000000055,0,5
129,65.5299999999115,0,5
130,60.1000000000931,0,5
131,35.9499999999534,0,5
132,59.329999999958,0,5
133,34,0,5
134,99.8000000000465,0,5
