your_column
368.4787277
367.0217592
367.1647727
367.6766229
367.5053178
365.8377084
361.1953049
356.3220272
353.4352116
350.476693
349.1127985
349.5250352
350.8617442
350.2944322
350.1477749
348.1723596
346.5126771
344.032206
342.2763342
338.682337
337.3906128
337.2717084
338.813522
339.662034
342.7192716
343.2693249
343.4012498
342.2455334
342.3484402
341.4655197
340.84541
339.3703725
338.7548324
337.9516919
337.3720219
337.17774
334.5800145
330.7458309
327.5373238
325.4658309
324.5911425
325.2170164
326.4303858
326.1707217
327.647378
329.2539448
332.277798
333.5620501
335.4601587
334.5156218
332.2101827
328.8447618
327.3488994
324.9477014
322.2764849
320.1552217
318.8282747
317.7114152
317.4623238
317.0537146
313.9471364
312.3179136
311.2186546
308.3469058
305.9343441
304.9117077
303.3750441
301.4078188
302.0372182
300.6852336
298.1577069
295.3924316
293.3309456
290.6001185
288.4858778
286.5165227
282.777049
278.0353337
272.9783629
269.6378037
267.3157283
263.5766307
260.8464961
259.4736208
256.2485541
253.0563241
252.1657441
251.7907749
251.5822675
253.4143292
255.3497543
256.9553189
258.1471217
258.5466167
262.705436
